papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y
CSED3,3.97,32.12,1.05,0.761,0.033,0.318,2.79,4.63,-0.71,5.08,3.03,0.16440000000000002,0.023700000000000002,0.08650000000000001,0.032799999999999996,1.84,2508290.0,1439340000.0,0.75,0.1024
CSMG3,15.69,9.33,0.83,0.971,0.0245,0.478,918.73,5.29,-1.75,7.98,4.72,0.1834,0.10400000000000001,0.0955,0.0889,1.0,25503900.0,7191000000.0,0.48,0.0721
CSNA3,13.91,7.56,0.87,0.423,0.1505,0.223,1.9,1.69,-0.67,3.64,2.93,0.2507,0.0695,0.1804,0.11560000000000001,1.45,198797000.0,21112500000.0,1.76,0.2234
CSPC3,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.3862,0.1885,0.2918,0.4533,1.43,0.0,2126670000.0,1.48,0.4115
CSPC4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.3862,0.1885,0.2918,0.4533,1.43,0.0,2126670000.0,1.48,0.4115
CSRN3,21.4,6.88,2.82,1.02,0.1892,0.637,20.09,4.55,-1.32,7.51,6.34,0.2241,0.1484,0.1655,0.4105,1.12,9958.05,1274000000.0,2.31,0.14859999999999998
CSRN5,19.3,6.2,2.55,0.92,0.23079999999999998,0.574,18.12,4.11,-1.19,7.07,5.96,0.2241,0.1484,0.1655,0.4105,1.12,2779.65,1274000000.0,2.31,0.14859999999999998
CSRN6,21.0,6.75,2.77,1.001,0.2121,0.625,19.72,4.47,-1.3,7.43,6.27,0.2241,0.1484,0.1655,0.4105,1.12,335.05,1274000000.0,2.31,0.14859999999999998
CSTB3,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40850000000000003,0.2898,0.22399999999999998,0.2011,2.6,0.0,8420670000.0,0.14,0.3191
CSTB4,147.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40850000000000003,0.2898,0.22399999999999998,0.2011,2.6,0.0,8420670000.0,0.14,0.3191
CSUD3,11.46,7.01,1.32,0.909,0.0676,0.812,22.22,4.74,-9.78,4.75,2.95,0.1918,0.12960000000000002,0.2152,0.1883,1.14,1371760.0,362819000.0,0.24,0.054299999999999994
CTIP3,49.5,35.13,8.76,8.248,0.0,3.774,-71.28,21.15,-14.32,21.42,18.26,0.3899,0.2348,0.2463,0.2494,0.85,0.0,1486250000.0,0.67,0.1343
CTKA3,21.46,-8.68,-0.82,0.217,0.0,0.221,0.95,5.63,-0.37,29.09,17.59,0.0385,-0.025,0.044500000000000005,0.0944,1.52,252.56,-162561000.0,-3.47,0.1887
CTKA4,10.0,-4.05,-0.38,0.101,0.0,0.103,0.44,2.62,-0.17,26.08,15.77,0.0385,-0.025,0.044500000000000005,0.0944,1.52,5379.51,-162561000.0,-3.47,0.1887
CTNM3,4.71,-0.77,0.23,0.073,0.0,0.036,-1.69,9.25,-0.12,82.97,10.06,0.0079,-0.1691,0.0046,-0.3032,0.95,574.44,614624000.0,2.45,-0.0042
CTNM4,1.9,-0.31,0.09,0.029,0.0,0.014,-0.68,3.73,-0.05,77.45,9.39,0.0079,-0.1691,0.0046,-0.3032,0.95,19103.0,614624000.0,2.45,-0.0042
CTPC3,0.2,76.36,1.08,0.0,0.0,0.097,0.0,-16.86,0.0,-18.75,-18.75,0.0,0.0,0.0,0.0141,0.0,0.0,2411000.0,0.0,-0.061
CTPC4,6.5,2.48,0.03,0.0,0.0,0.003,0.0,-0.55,0.0,-2.44,-2.44,0.0,0.0,0.0,0.0141,0.0,0.0,2411000.0,0.0,-0.061
CTSA3,2.86,-2.31,0.28,0.164,0.0759,0.129,-2.22,-9.71,-0.54,-25.35,74.74,-0.0169,-0.0712,-0.015600000000000001,-0.1234,0.84,9975.0,279573000.0,0.59,0.0535
CTSA4,1.62,-1.31,0.16,0.093,0.1474,0.073,-1.26,-5.5,-0.31,-21.14,62.33,-0.0169,-0.0712,-0.015600000000000001,-0.1234,0.84,31899.6,279573000.0,0.59,0.0535
CTSA8,1.0,-0.81,0.1,0.057,0.0,0.045,-0.78,-3.39,-0.19,-19.04,56.12,-0.0169,-0.0712,-0.015600000000000001,-0.1234,0.84,0.0,279573000.0,0.59,0.0535
CTWR3,100.0,9.76,56.77,0.317,0.0,1.141,3.79,-10.64,-142.17,-8.91,-8.91,-0.0298,0.0325,-0.2186,5.8191,1.45,0.0,879000.0,5.52,0.049400000000000006
CURY3,12.15,10.37,4.8,1.636,0.0424,1.273,3.4,7.64,29.23,7.26,7.44,0.214,0.1609,0.2268,0.46299999999999997,2.05,22413900.0,738300000.0,0.62,0.3615
CVCB3,4.71,-2.7,3.14,1.075,0.0,0.29,-1.4,-10.9,-0.84,-13.3,17.59,-0.0987,-0.3973,-0.0374,-1.1629,0.73,102139000.0,416109000.0,2.22,-0.132
CXSE3,8.38,9.86,2.14,0.0,0.0774,2.111,19.63,-276.89,19.65,-262.87,-262.9,0.0,0.0,-0.0085,0.2169,9.23,23389900.0,11753200000.0,0.0,0.0
CYRE3,13.47,6.58,0.8,1.005,0.04190000000000001,0.343,1.09,7.55,-21.96,9.99,8.99,0.133,0.1591,0.0558,0.1216,2.59,140682000.0,6732790000.0,0.65,0.1671
CYRE4,8.5,4.15,0.5,0.634,0.0,0.217,0.69,4.77,-13.86,7.21,6.48,0.133,0.1591,0.0558,0.1216,2.59,0.0,6732790000.0,0.65,0.1671
CZLT33,29.23,11.24,1.39,0.526,0.0,0.145,1.87,3.1,-0.29,10.26,4.03,0.1697,0.09140000000000001,0.053099999999999994,0.12359999999999999,1.58,0.0,5691680000.0,3.93,0.0788
CZRS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,0.0,1145670000.0,0.0,0.1444
CZRS4,2.49,8.89,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,0.0,1145670000.0,0.0,0.1444
DAGB33,375.0,71.75,1.6,0.64,0.0,0.51,15.24,11.87,-1.27,19.35,30.65,0.053899999999999997,0.0167,0.0496,0.022400000000000003,1.17,0.0,12597300000.0,1.18,0.3208
DASA3,14.0,-23.12,1.07,0.627,0.021,0.312,6.91,11.21,-0.71,22.4,8.63,0.0559,-0.0271,0.0322,-0.0462,1.2,4039760.0,7352800000.0,1.36,0.3766
DAYC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17329999999999998,0.0,0.0,3009030000.0,0.0,0.0815
DAYC4,8.9,4.12,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17329999999999998,0.0,0.0,3009030000.0,0.0,0.0815
DESK3,9.09,17.11,0.86,1.247,4.8796,0.328,9.68,5.0,-0.76,8.63,5.27,0.2494,0.08529999999999999,0.077,0.050300000000000004,1.23,1905310.0,920907000.0,0.95,0.0
DEXP3,7.07,4.98,1.2,0.305,0.054400000000000004,0.513,1.19,3.31,3.16,4.08,3.62,0.09210000000000002,0.0735,0.1873,0.2403,2.99,1204650.0,555602000.0,0.57,0.345
DEXP4,6.03,4.25,1.02,0.26,0.0673,0.438,1.02,2.83,2.69,3.59,3.19,0.09210000000000002,0.0735,0.1873,0.2403,2.99,25123.0,555602000.0,0.57,0.345
DFVA3,9.9,-31.38,60.69,4.327,0.0,5.365,29.1,-55.91,-31.47,-58.28,-58.28,-0.0774,-0.1379,-0.1035,-1.9342,1.33,0.0,1170000.0,2.84,0.0339
DFVA4,8.0,-25.35,49.04,3.497,0.0,4.335,23.51,-45.18,-25.43,-47.55,-47.55,-0.0774,-0.1379,-0.1035,-1.9342,1.33,0.0,1170000.0,2.84,0.0339
DHBI3,19.0,-0.83,-0.17,0.869,0.0,0.343,-0.16,-3.68,-0.13,-24.58,-59.55,-0.23579999999999998,-1.5481,-0.105,0.21030000000000001,0.12,0.0,-456340000.0,-0.99,-0.23620000000000002
DHBI4,1.01,-0.04,-0.01,0.046,0.0,0.018,-0.01,-0.2,-0.01,-21.09,-51.1,-0.23579999999999998,-1.5481,-0.105,0.21030000000000001,0.12,0.0,-456340000.0,-0.99,-0.23620000000000002
DIRR3,15.37,13.06,1.7,1.09,0.0761,0.371,0.94,5.78,-1.65,6.6,5.81,0.1886,0.1158,0.081,0.13,3.92,42618600.0,1358120000.0,1.11,0.19269999999999998
DJON4,0.18,-1.7,0.22,-0.956,0.0,0.166,-1.29,-1.42,-0.85,-1.98,-1.98,0.6737000000000001,0.5633,-0.1202,-0.1284,0.24,0.0,2702000.0,0.09,0.45189999999999997
DMFN3,13.05,3.24,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2638,0.0,1433.72,13938000.0,0.0,-0.17600000000000002
DMMO3,1.87,-274.82,-1.82,3.033,0.0,3.555,12.65,6.77,-1.45,6.3,5.79,0.4481,-0.011000000000000001,0.7039,0.0066,2.25,16620700.0,-553275000.0,0.0,-0.17370000000000002
DMVF3,4.13,8.95,0.25,0.149,0.0,0.145,3.13,1.71,-1.04,1.52,0.84,0.08710000000000001,0.0167,0.1024,0.0276,1.2,224382.0,846554000.0,0.03,0.2918
DOCA3,11.0,-0.4,-0.03,-3.064,0.0,0.03,-0.32,-0.26,-0.02,-6.86,-6.76,11.6592,6.3617,-0.12480000000000001,0.0824,0.61,0.0,-390317000.0,-0.82,-0.38799999999999996
DOCA4,5.0,-0.18,-0.01,-1.393,0.0,0.014,-0.15,-0.12,-0.01,-6.71,-6.62,11.6592,6.3617,-0.12480000000000001,0.0824,0.61,0.0,-390317000.0,-0.82,-0.38799999999999996
DOHL3,10.0,35.05,1.07,1.181,0.012,0.782,1.82,74.07,2.93,78.93,29.25,0.0159,0.0337,0.011399999999999999,0.0305,5.08,123.26,708641000.0,0.13,0.096
DOHL4,4.32,15.14,0.46,0.51,0.030600000000000002,0.338,0.79,32.0,1.27,36.86,13.66,0.0159,0.0337,0.011399999999999999,0.0305,5.08,12900.2,708641000.0,0.13,0.096
DOTZ3,1.22,-1.81,-1.19,1.189,0.0,0.382,-2.58,-4.17,-0.58,-1.0,-2.14,-0.2854,-0.657,-0.2585,0.6587999999999999,0.82,68788.8,-135130000.0,-0.81,0.032
DPPI3,85.0,16.65,4.99,-1.453,0.0,3.753,8.7,190.72,9.75,177.18,177.18,-0.0076,-0.0504,0.03,0.29969999999999997,3.14,0.0,545227000.0,0.06,0.1514
DPPI4,38.9,7.62,2.28,-0.665,0.0,1.718,3.98,87.28,4.46,73.74,73.74,-0.0076,-0.0504,0.03,0.29969999999999997,3.14,0.0,545227000.0,0.06,0.1514
DSUL3,7.95,5.65,0.97,0.879,0.0,0.721,1.93,2.37,2.7,1.27,1.27,0.3713,0.1602,0.4891,0.1725,3.5,0.0,236447000.0,0.01,0.3669
DTCY3,5.0,-14.3,-23.81,7.098,0.0,5.214,-11.88,-20.64,-5.76,-20.98,36.22,-0.344,-0.4964,-0.2658,1.6654,0.42,632.63,-2337000.0,-0.58,-0.17350000000000002
DUFB11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUQE3,28.0,-1.58,-11.29,12.103,0.0,0.428,-0.74,-1.65,-0.57,-2.7,-2.98,-7.329199999999999,-7.676,-0.2821,7.1574,0.33,0.0,-6987000.0,-7.19,-0.42700000000000005
DUQE4,2.95,-0.17,-1.19,1.275,0.0,0.045,-0.08,-0.17,-0.06,-1.23,-1.35,-7.329199999999999,-7.676,-0.2821,7.1574,0.33,0.0,-6987000.0,-7.19,-0.42700000000000005
DURA3,31.9,16.62,2.26,2.218,0.0,1.244,17.52,10.29,-10.66,11.64,11.64,0.21559999999999999,0.13390000000000002,0.1438,0.1359,1.27,0.0,1789980000.0,0.52,0.1094
DURA4,31.39,16.35,2.22,2.182,0.0,1.224,17.24,10.12,-10.49,11.47,11.47,0.21559999999999999,0.13390000000000002,0.1438,0.1359,1.27,0.0,1789980000.0,0.52,0.1094
DXCO3,6.84,5.08,0.97,0.654,0.0435,0.369,3.52,3.78,-1.43,6.21,4.07,0.17300000000000001,0.1288,0.12369999999999999,0.1909,1.41,41348800.0,5906810000.0,0.95,0.18489999999999998
DXTG4,3.68,13.02,1.32,0.675,0.0,0.689,2.44,6.26,7.48,6.33,6.33,0.10779999999999999,0.066,0.1231,0.10099999999999999,2.77,0.0,768999000.0,0.04,0.083
EALT3,9.0,4.69,0.99,0.416,0.12689999999999999,0.387,-16.0,3.75,-1.72,5.95,4.59,0.1108,0.0888,0.1137,0.21109999999999998,0.94,807.74,204685000.0,0.63,0.1765
EALT4,7.04,3.67,0.77,0.326,0.17850000000000002,0.303,-12.51,2.94,-1.34,5.14,3.96,0.1108,0.0888,0.1137,0.21109999999999998,0.94,188629.0,204685000.0,0.63,0.1765
EBCO3,1.05,12.03,0.84,0.346,0.0,0.368,52.72,8.94,-15.02,8.68,8.68,0.0388,0.028999999999999998,0.0504,0.07,1.01,0.0,828097000.0,0.02,0.060899999999999996
EBCO4,1.0,11.46,0.8,0.33,0.0,0.351,50.21,8.51,-14.31,8.26,8.26,0.0388,0.028999999999999998,0.0504,0.07,1.01,0.0,828097000.0,0.02,0.060899999999999996
EBEN4,17.51,1.27,0.75,0.116,0.0,0.106,2.15,0.67,-0.2,3.0,2.6,0.17329999999999998,0.0909,0.19640000000000002,0.5882000000000001,1.18,0.0,914931000.0,3.34,0.1036
EBTP3,10.21,-43.56,1.17,0.548,0.0,0.353,-502.47,6.42,-0.73,8.46,2.85,0.08529999999999999,-0.0103,0.0603,-0.0268,0.99,0.0,10782200000.0,0.39,0.221
EBTP4,10.0,-42.66,1.14,0.537,0.0,0.346,-492.13,6.29,-0.71,8.33,2.81,0.08529999999999999,-0.0103,0.0603,-0.0268,0.99,0.0,10782200000.0,0.39,0.221
ECIS3,211.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,0.349,0.1418,0.12480000000000001,0.0733,1.38,0.0,129346000.0,0.38,0.0466
ECIS4,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.53,0.349,0.1418,0.12480000000000001,0.0733,1.38,0.0,129346000.0,0.38,0.0466
ECOR3,4.57,21.14,1.41,0.586,0.0017000000000000001,0.176,-4.61,2.41,-0.25,9.6,6.62,0.2433,0.024,0.0866,0.0668,0.81,26420700.0,2253490000.0,5.34,0.1365
ECPR3,90.25,-9.87,1.21,0.0,0.0,0.621,174.62,-82.52,-1.29,-82.15,-82.27,0.0,0.0,-0.0075,-0.12279999999999999,2.97,0.0,141476000.0,0.0,0.0
ECPR4,90.74,-9.92,1.22,0.0,0.0,0.624,175.57,-82.97,-1.29,-82.6,-82.72,0.0,0.0,-0.0075,-0.12279999999999999,2.97,0.0,141476000.0,0.0,0.0
EEEL3,421.01,23.61,3.12,3.04,0.2999,0.948,5.56,5.46,-2.18,6.42,6.42,0.5572,0.11900000000000001,0.1894,0.1323,2.91,0.0,1301400000.0,0.79,0.059500000000000004
EEEL4,410.0,23.0,3.04,2.961,0.3387,0.923,5.41,5.31,-2.12,6.28,6.28,0.5572,0.11900000000000001,0.1894,0.1323,2.91,0.0,1301400000.0,0.79,0.059500000000000004
EGIE3,38.09,16.8,3.86,2.685,0.08039999999999999,0.783,16.09,5.43,-1.4,8.03,6.74,0.4946,0.16,0.16190000000000002,0.23,1.26,75358800.0,8044930000.0,2.32,0.1027
EKTR3,32.2,5.86,2.05,0.728,0.2224,0.603,5.65,3.16,-1.6,5.25,4.54,0.2306,0.1243,0.2281,0.3502,1.48,811.47,3041000000.0,1.68,0.11789999999999999
EKTR4,35.1,6.39,2.24,0.794,0.22440000000000002,0.657,6.15,3.44,-1.75,5.53,4.79,0.2306,0.1243,0.2281,0.3502,1.48,26207.3,3041000000.0,1.68,0.11789999999999999
ELCA3,24.7,34.01,12.4,3.289,0.0,2.048,24.21,14.11,-4.35,16.44,13.91,0.23309999999999997,0.13140000000000002,0.16579999999999998,0.36479999999999996,1.41,0.0,4202200000.0,2.55,0.1291
ELCA4,20.2,27.81,10.14,2.69,0.0,1.675,19.8,11.54,-3.56,13.87,11.73,0.23309999999999997,0.13140000000000002,0.16579999999999998,0.36479999999999996,1.41,0.0,4202200000.0,2.55,0.1291
ELEK3,19.11,24.46,2.66,0.619,0.0034000000000000002,1.067,3.75,52.11,-110.34,65.77,26.15,0.011899999999999999,0.0253,0.0252,0.10869999999999999,1.94,0.0,226327000.0,0.99,0.056900000000000006
ELEK4,26.0,33.27,3.62,0.842,0.0025,1.452,5.1,70.89,-150.12,84.56,33.61,0.011899999999999999,0.0253,0.0252,0.10869999999999999,1.94,0.0,226327000.0,0.99,0.056900000000000006
ELET3,43.19,21.18,0.89,2.646,0.0116,0.373,5.28,15.62,-0.89,21.26,14.81,0.16940000000000002,0.1258,0.026099999999999998,0.0421,1.76,608817000.0,111495000000.0,0.5,0.049800000000000004
ELET5,64.5,31.62,1.33,3.952,0.0,0.557,7.89,23.33,-1.34,28.96,20.18,0.16940000000000002,0.1258,0.026099999999999998,0.0421,1.76,0.0,111495000000.0,0.5,0.049800000000000004
ELET6,44.64,21.89,0.92,2.735,0.0235,0.385,5.46,16.14,-0.92,21.78,15.17,0.16940000000000002,0.1258,0.026099999999999998,0.0421,1.76,154369000.0,111495000000.0,0.5,0.049800000000000004
ELEV3,24.3,312.39,3.22,0.688,0.0,0.954,5.75,37.19,-5.18,51.41,51.41,0.018500000000000003,0.0027,0.0301,0.0103,1.47,0.0,489356000.0,1.35,0.0369
ELMD3,10.95,-186.95,2.07,2.191,0.0,0.768,-7.64,17.61,-2.04,23.79,10.87,0.1244,0.0024,0.0504,-0.0111,0.64,3064300.0,739445000.0,0.91,1.011
ELPL3,49.32,7.43,5.17,0.501,0.0,0.319,51.66,3.56,-0.47,5.83,4.52,0.141,0.0675,0.1024,0.6964,1.02,0.0,1882170000.0,4.07,0.094
ELPL4,15.98,2.41,1.68,0.162,0.0,0.103,16.74,1.15,-0.15,3.42,2.66,0.141,0.0675,0.1024,0.6964,1.02,0.0,1882170000.0,4.07,0.094
ELPL5,30.5,4.59,3.2,0.31,0.0,0.197,31.95,2.2,-0.29,4.47,3.47,0.141,0.0675,0.1024,0.6964,1.02,0.0,1882170000.0,4.07,0.094
ELPL6,30.2,4.55,3.17,0.307,0.0,0.195,31.63,2.18,-0.28,4.45,3.45,0.141,0.0675,0.1024,0.6964,1.02,0.0,1882170000.0,4.07,0.094
ELUM3,36.0,11.12,1.5,0.94,0.0,0.886,2.31,14.76,2.51,10.02,10.02,0.0637,0.08460000000000001,0.094,0.13470000000000001,2.02,0.0,443231000.0,0.08,0.084
ELUM4,47.9,14.79,1.99,1.251,0.0,1.178,3.07,19.64,3.34,14.9,14.9,0.0637,0.08460000000000001,0.094,0.13470000000000001,2.02,0.0,443231000.0,0.08,0.084
EMAE4,63.0,22.35,2.51,4.354,0.013999999999999999,1.232,4.59,563.6,-6.8,469.16,195.68,0.0077,0.1948,0.0028000000000000004,0.11230000000000001,5.49,222695.0,927120000.0,0.0,0.1894
EMBR3,14.11,-9.84,0.78,0.515,0.0,0.195,0.79,6.81,-1.18,11.91,7.21,0.0756,-0.056799999999999996,0.038,-0.07980000000000001,1.77,109197000.0,13311700000.0,1.27,0.1017
ENAT3,12.91,3.85,0.86,1.556,0.1323,0.563,4.67,4.39,-11.26,3.09,1.72,0.3544,0.4046,0.19390000000000002,0.22399999999999998,1.69,22086400.0,3982410000.0,0.13,0.313
ENBR3,20.84,5.44,1.03,0.673,0.10529999999999999,0.325,3.64,2.9,-0.87,5.44,4.53,0.23260000000000003,0.1346,0.1323,0.1891,1.48,69004000.0,11781000000.0,1.25,0.0789
ENER3,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.17,1.96,0.2685,0.1396,0.2376,0.5808,1.43,0.0,1046390000.0,2.89,0.1549
ENER5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.17,1.96,0.2685,0.1396,0.2376,0.5808,1.43,0.0,1046390000.0,2.89,0.1549
ENER6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.17,1.96,0.2685,0.1396,0.2376,0.5808,1.43,0.0,1046390000.0,2.89,0.1549
ENEV3,11.9,17.8,1.36,3.432,0.0,0.584,2.82,14.93,-2.81,19.41,13.09,0.2299,0.19260000000000002,0.056799999999999996,0.0764,2.34,134244000.0,13871700000.0,1.05,0.1653
ENGI11,44.27,7.69,1.55,0.662,0.0704,0.303,6.39,2.96,-0.58,6.54,5.41,0.2235,0.09630000000000001,0.1173,0.2011,1.22,96059500.0,11665100000.0,2.37,0.1568
ENGI3,13.88,12.06,2.43,1.038,0.0449,0.474,10.01,4.64,-0.91,8.23,6.79,0.2235,0.09630000000000001,0.1173,0.2011,1.22,66326.5,11665100000.0,2.37,0.1568
ENGI4,7.6,6.6,1.33,0.568,0.08199999999999999,0.26,5.48,2.54,-0.5,6.13,5.06,0.2235,0.09630000000000001,0.1173,0.2011,1.22,112316.0,11665100000.0,2.37,0.1568
ENJU3,0.98,-2.11,0.51,1.462,0.0,0.45,0.61,-1.73,0.62,1.17,1.37,-0.8432999999999999,-0.6936,-1.2365000000000002,-0.2427,8.04,1356060.0,383688000.0,0.0,0.2758
ENMT3,78.25,14.14,5.05,2.296,0.0452,1.462,29.1,8.76,-3.39,10.85,9.67,0.2622,0.1624,0.1838,0.3568,1.22,28716.1,3395870000.0,1.39,0.1606
ENMT4,77.9,14.08,5.02,2.286,0.0454,1.456,28.97,8.72,-3.37,10.81,9.63,0.2622,0.1624,0.1838,0.3568,1.22,15593.7,3395870000.0,1.39,0.1606
EPAR3,10.16,2.5,1.62,0.133,0.0,0.563,1.9,2.08,4.85,2.49,2.2,0.0642,0.053200000000000004,0.40159999999999996,0.6456000000000001,1.63,11686.4,93395000.0,0.71,0.43329999999999996
EPAR4,3.3,0.81,0.53,0.043,0.0,0.183,0.62,0.67,1.58,1.09,0.96,0.0642,0.053200000000000004,0.40159999999999996,0.6456000000000001,1.63,0.0,93395000.0,0.71,0.43329999999999996
EQMA3B,25.49,7.05,1.32,0.824,0.0796,0.528,6.37,3.65,-1.78,4.87,4.05,0.22579999999999997,0.11689999999999999,0.17300000000000001,0.18780000000000002,1.37,13475.7,3161970000.0,0.69,0.0955
EQMA5B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3161970000.0,0.0,0.0955
EQPA3,6.55,10.46,3.33,1.674,0.1348,1.139,8.59,6.18,-3.95,7.16,6.15,0.2708,0.16010000000000002,0.2378,0.318,1.56,192247.0,4349990000.0,0.97,0.1306
EQPA5,8.56,13.67,4.35,2.188,0.1032,1.488,11.23,8.08,-5.16,9.06,7.77,0.2708,0.16010000000000002,0.2378,0.318,1.56,171.98,4349990000.0,0.97,0.1306
EQPA6,10.69,17.07,5.43,2.733,0.08259999999999999,1.858,14.03,10.09,-6.44,11.07,9.5,0.2708,0.16010000000000002,0.2378,0.318,1.56,0.0,4349990000.0,0.97,0.1306
EQPA7,7.7,12.3,3.91,1.968,0.11470000000000001,1.338,10.1,7.27,-4.64,8.25,7.08,0.2708,0.16010000000000002,0.2378,0.318,1.56,116.74,4349990000.0,0.97,0.1306
EQTL3,26.97,13.04,1.87,1.116,0.023700000000000002,0.429,4.74,4.9,-0.89,8.66,7.33,0.22769999999999999,0.1018,0.1032,0.1434,1.54,203053000.0,16283100000.0,1.91,0.25489999999999996
ESCE3,172.0,1.72,0.78,0.193,0.0,0.167,-5.38,0.91,-0.32,2.87,2.51,0.2119,0.11220000000000001,0.2151,0.4521,0.89,0.0,1298320000.0,2.0,0.1278
ESPA3,1.35,-48.52,0.71,0.597,0.0,0.234,1.68,10.02,-0.75,26.66,10.41,0.059500000000000004,-0.0165,0.0245,-0.0147,1.65,7226480.0,684239000.0,1.29,0.0843
ESTC11,23.5,-51.11,0.8,0.536,0.0,0.244,1.63,4.45,-0.6,12.05,5.27,0.1207,-0.0101,0.0669,-0.015700000000000002,2.07,0.0,3024090000.0,1.89,0.066
ESTC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,3.32,0.1207,-0.0101,0.0669,-0.015700000000000002,2.07,0.0,3024090000.0,1.89,0.066
ESTR3,40.0,-2.33,-0.07,0.171,0.0,0.106,-0.06,1.84,-0.05,7.51,6.77,0.0932,-0.0733,0.062,0.028300000000000002,0.26,0.0,-489405000.0,-0.21,0.09970000000000001
ESTR4,39.99,-2.33,-0.07,0.171,0.0,0.106,-0.06,1.83,-0.05,7.51,6.77,0.0932,-0.0733,0.062,0.028300000000000002,0.26,2371.98,-489405000.0,-0.21,0.09970000000000001
ETER3,10.6,3.7,0.99,0.562,0.0946,0.552,1.52,3.24,3.59,3.3,3.02,0.17350000000000002,0.152,0.19149999999999998,0.2681,2.55,10340100.0,659782000.0,0.13,0.24719999999999998
ETER4,9.85,3.44,0.92,0.523,0.0,0.513,1.41,3.01,3.34,3.07,2.81,0.17350000000000002,0.152,0.19149999999999998,0.2681,2.55,0.0,659782000.0,0.13,0.24719999999999998
EUCA3,10.91,2.76,0.49,0.391,0.0,0.274,1.71,2.29,-4.14,3.4,2.52,0.17129999999999998,0.1177,0.1336,0.1772,1.75,18147.7,2062360000.0,0.3,0.2087
EUCA4,7.17,1.82,0.32,0.257,0.0,0.18,1.13,1.5,-2.72,2.62,1.94,0.17129999999999998,0.1177,0.1336,0.1772,1.75,251964.0,2062360000.0,0.3,0.2087
EVEN3,4.96,7.2,0.54,0.445,0.0302,0.163,0.38,4.12,1.09,3.09,2.98,0.10779999999999999,0.1051,0.0453,0.0754,2.48,7170840.0,1936160000.0,0.24,0.115
EZTC3,13.97,8.44,0.69,3.129,0.056799999999999996,0.559,1.59,18.24,2.19,15.81,14.9,0.17149999999999999,0.3912,0.0371,0.0818,5.47,37406000.0,4470660000.0,0.11,0.3057
FBMC3,80.0,-3.78,-0.92,3.858,0.0,1.384,-1.79,-2.85,-0.64,-3.31,-3.69,-1.3559,-1.0197,-0.647,0.2419,0.31,0.0,-63552000.0,-0.15,-0.3166
FBMC4,1.96,-0.09,-0.02,0.095,0.0,0.034,-0.04,-0.07,-0.02,-0.53,-0.59,-1.3559,-1.0197,-0.647,0.2419,0.31,0.0,-63552000.0,-0.15,-0.3166
FBRA4,34.58,-39.57,1.66,0.457,0.0,0.738,18.94,7.4,-4.43,10.62,10.62,0.061799999999999994,-0.0115,0.11939999999999999,-0.042,1.11,0.0,213406000.0,0.77,0.12480000000000001
FCAP3,0.62,0.52,0.11,0.0,0.0,0.089,0.0,-6.18,0.0,-15.27,-15.27,0.0,0.0,0.0,0.2183,0.0,0.0,107134000.0,0.0,0.0
FCAP4,0.7,0.58,0.13,0.0,0.0,0.1,0.0,-6.98,0.0,-16.07,-16.07,0.0,0.0,0.0,0.2183,0.0,0.0,107134000.0,0.0,0.0
FESA3,61.0,4.7,1.77,1.734,0.06559999999999999,1.356,4.22,4.02,6.91,3.66,3.25,0.431,0.36920000000000003,0.4437,0.3772,3.94,4398.91,3040730000.0,0.11,0.24539999999999998
FESA4,53.98,4.16,1.57,1.534,0.0815,1.2,3.74,3.56,6.12,3.2,2.84,0.431,0.36920000000000003,0.4437,0.3772,3.94,10833900.0,3040730000.0,0.11,0.24539999999999998
